,metrics.tp,metrics.precision,metrics.tn,metrics.fp,metrics.fn,metrics.specificity,metrics.recall,metrics.fscore,params.model,params.decision,hight_threshold,s_t,T,th
90,244.0,0.6873239436619718,189.0,111.0,56.0,0.63,0.8133333333333334,0.7450381679389312,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 120}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,50,120,0.03
91,101.0,0.8347107438016529,280.0,20.0,199.0,0.9333333333333333,0.33666666666666667,0.479809976247031,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 140}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,140,0.01
92,9.0,1.0,300.0,0.0,291.0,1.0,0.03,0.058252427184466014,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 160}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,160,0.01
93,197.0,0.7975708502024291,250.0,50.0,103.0,0.8333333333333334,0.6566666666666666,0.720292504570384,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 130}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,50,130,0.02
94,50.0,0.9803921568627451,299.0,1.0,250.0,0.9966666666666667,0.16666666666666666,0.28490028490028485,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 150}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,150,0.02
95,120.0,0.8450704225352113,278.0,22.0,180.0,0.9266666666666666,0.4,0.5429864253393665,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 140}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,140,0.02
96,190.0,0.811965811965812,256.0,44.0,110.0,0.8533333333333333,0.6333333333333333,0.7116104868913857,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 130}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,40,130,0.03
97,49.0,0.9607843137254902,298.0,2.0,251.0,0.9933333333333333,0.16333333333333333,0.27920227920227925,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 150}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,150,0.01
98,106.0,0.905982905982906,289.0,11.0,194.0,0.9633333333333334,0.35333333333333333,0.5083932853717026,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 140}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,140,0.03
99,215.0,0.7875457875457875,242.0,58.0,85.0,0.8066666666666666,0.7166666666666667,0.7504363001745201,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 120}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,50,120,0.02
100,13.0,1.0,300.0,0.0,287.0,1.0,0.043333333333333335,0.08306709265175719,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 150}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,150,0.01
101,252.0,0.6774193548387096,180.0,120.0,48.0,0.6,0.84,0.75,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 110}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,50,110,0.03
102,206.0,0.8046875,250.0,50.0,94.0,0.8333333333333334,0.6866666666666666,0.7410071942446043,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 120}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,40,120,0.03
103,118.0,0.8428571428571429,278.0,22.0,182.0,0.9266666666666666,0.3933333333333333,0.5363636363636364,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 130}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,130,0.01
104,63.0,0.9402985074626866,296.0,4.0,237.0,0.9866666666666667,0.21,0.3433242506811989,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 140}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,140,0.01
105,139.0,0.8580246913580247,277.0,23.0,161.0,0.9233333333333333,0.4633333333333333,0.6017316017316018,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 130}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,130,0.02
106,62.0,0.9253731343283582,295.0,5.0,238.0,0.9833333333333333,0.20666666666666667,0.337874659400545,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 140}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,140,0.02
107,126.0,0.9064748201438849,287.0,13.0,174.0,0.9566666666666667,0.42,0.5740318906605922,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 130}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,130,0.03
108,225.0,0.7731958762886598,234.0,66.0,75.0,0.78,0.75,0.7614213197969544,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 110}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,50,110,0.02
109,71.0,0.8987341772151899,292.0,8.0,229.0,0.9733333333333334,0.23666666666666666,0.37467018469656993,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 130}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,130,0.01
110,19.0,1.0,300.0,0.0,281.0,1.0,0.06333333333333334,0.11912225705329156,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 140}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,140,0.01
111,134.0,0.8589743589743589,278.0,22.0,166.0,0.9266666666666666,0.44666666666666666,0.587719298245614,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 120}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,120,0.01
112,84.0,0.9230769230769231,293.0,7.0,216.0,0.9766666666666667,0.28,0.42966751918158574,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 130}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,130,0.02
113,220.0,0.7829181494661922,239.0,61.0,80.0,0.7966666666666666,0.7333333333333333,0.7573149741824441,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 110}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,40,110,0.03
114,163.0,0.8716577540106952,276.0,24.0,137.0,0.92,0.5433333333333333,0.6694045174537988,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 120}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,120,0.02
115,150.0,0.8982035928143712,283.0,17.0,150.0,0.9433333333333334,0.5,0.6423982869379015,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 120}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,120,0.03
116,261.0,0.6726804123711341,173.0,127.0,39.0,0.5766666666666667,0.87,0.7587209302325583,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 100}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,50,100,0.03
117,37.0,1.0,300.0,0.0,263.0,1.0,0.12333333333333334,0.2195845697329377,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 130}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,130,0.01
118,100.0,0.9174311926605505,291.0,9.0,200.0,0.97,0.3333333333333333,0.4889975550122249,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 120}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,120,0.02
119,180.0,0.861244019138756,271.0,29.0,120.0,0.9033333333333333,0.6,0.7072691552062869,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 110}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,110,0.02
120,149.0,0.861271676300578,276.0,24.0,151.0,0.92,0.49666666666666665,0.6300211416490485,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 110}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,110,0.01
121,236.0,0.7539936102236422,223.0,77.0,64.0,0.7433333333333334,0.7866666666666666,0.7699836867862969,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 100}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,50,100,0.02
122,87.0,0.8969072164948454,290.0,10.0,213.0,0.9666666666666667,0.29,0.4382871536523929,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 120}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,120,0.01
123,235.0,0.7556270096463023,224.0,76.0,65.0,0.7466666666666666,0.7833333333333333,0.7692307692307692,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 100}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,40,100,0.03
124,168.0,0.8842105263157894,278.0,22.0,132.0,0.9266666666666666,0.56,0.6857142857142857,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 110}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,110,0.03
125,47.0,1.0,300.0,0.0,253.0,1.0,0.15666666666666668,0.27089337175792505,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 120}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,120,0.01
126,101.0,0.8938053097345132,288.0,12.0,199.0,0.96,0.33666666666666667,0.4891041162227603,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 110}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,110,0.01
127,269.0,0.6625615763546798,163.0,137.0,31.0,0.5433333333333333,0.8966666666666666,0.7620396600566572,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 90}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,50,90,0.03
128,277.0,0.6502347417840375,151.0,149.0,23.0,0.5033333333333334,0.9233333333333333,0.7630853994490358,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 80}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,50,80,0.03
129,117.0,0.9140625,289.0,11.0,183.0,0.9633333333333334,0.39,0.5467289719626168,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 110}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,110,0.02
130,243.0,0.7275449101796407,209.0,91.0,57.0,0.6966666666666667,0.81,0.7665615141955837,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 90}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,50,90,0.02
131,194.0,0.8508771929824561,266.0,34.0,106.0,0.8866666666666667,0.6466666666666666,0.7348484848484849,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 100}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,100,0.02
132,246.0,0.7321428571428571,210.0,90.0,54.0,0.7,0.82,0.7735849056603773,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 90}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,40,90,0.03
133,188.0,0.8663594470046083,271.0,29.0,112.0,0.9033333333333333,0.6266666666666667,0.7272727272727274,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 100}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,100,0.03
134,253.0,0.71875,201.0,99.0,47.0,0.6699999999999999,0.8433333333333334,0.7760736196319019,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 80}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,50,80,0.02
135,257.0,0.7219101123595506,201.0,99.0,43.0,0.6699999999999999,0.8566666666666667,0.7835365853658538,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 80}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,40,80,0.03
136,209.0,0.810077519379845,251.0,49.0,91.0,0.8366666666666667,0.6966666666666667,0.7491039426523297,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 90}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,90,0.02
137,59.0,1.0,300.0,0.0,241.0,1.0,0.19666666666666666,0.3286908077994429,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 110}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,110,0.01
138,191.0,0.8721461187214612,272.0,28.0,109.0,0.9066666666666666,0.6366666666666667,0.7360308285163777,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 90}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,90,0.01
139,122.0,0.9037037037037037,287.0,13.0,178.0,0.9566666666666667,0.4066666666666667,0.560919540229885,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 100}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,100,0.01
140,144.0,0.9290322580645162,289.0,11.0,156.0,0.9633333333333334,0.48,0.6329670329670329,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 100}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,100,0.02
141,202.0,0.831275720164609,259.0,41.0,98.0,0.8633333333333333,0.6733333333333333,0.7440147329650092,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 90}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,90,0.03
142,227.0,0.8021201413427562,244.0,56.0,73.0,0.8133333333333334,0.7566666666666667,0.7787307032590051,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 80}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,80,0.02
143,205.0,0.8367346938775511,260.0,40.0,95.0,0.8666666666666667,0.6833333333333333,0.7522935779816514,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 80}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,80,0.01
144,163.0,0.9157303370786517,285.0,15.0,137.0,0.95,0.5433333333333333,0.6820083682008368,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 90}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,90,0.02
145,142.0,0.9044585987261147,285.0,15.0,158.0,0.95,0.47333333333333333,0.6214442013129102,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 90}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,90,0.01
146,218.0,0.8104089219330854,249.0,51.0,82.0,0.83,0.7266666666666667,0.766256590509666,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 80}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,80,0.03
147,77.0,0.9746835443037974,298.0,2.0,223.0,0.9933333333333333,0.25666666666666665,0.40633245382585753,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 100}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,100,0.01
148,163.0,0.9055555555555556,283.0,17.0,137.0,0.9433333333333334,0.5433333333333333,0.6791666666666667,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 80}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,80,0.01
149,91.0,0.9479166666666666,295.0,5.0,209.0,0.9833333333333333,0.30333333333333334,0.45959595959595956,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 90}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,90,0.01
150,282.0,0.6380090497737556,140.0,160.0,18.0,0.4666666666666667,0.94,0.7601078167115902,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 70}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,50,70,0.03
151,181.0,0.8960396039603961,279.0,21.0,119.0,0.9299999999999999,0.6033333333333334,0.7211155378486057,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 80}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,80,0.02
152,265.0,0.7085561497326203,191.0,109.0,35.0,0.6366666666666667,0.8833333333333333,0.7863501483679525,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 70}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,50,70,0.02
153,285.0,0.6222707423580786,127.0,173.0,15.0,0.42333333333333334,0.95,0.7519788918205803,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 60}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,50,60,0.03
154,267.0,0.689922480620155,180.0,120.0,33.0,0.6,0.89,0.7772925764192139,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 70}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,40,70,0.03
155,290.0,0.6004140786749482,107.0,193.0,10.0,0.3566666666666667,0.9666666666666667,0.7407407407407407,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 50}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,50,50,0.03
156,103.0,0.911504424778761,290.0,10.0,197.0,0.9666666666666667,0.3433333333333333,0.49878934624697335,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 80}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,80,0.01
157,275.0,0.685785536159601,174.0,126.0,25.0,0.5800000000000001,0.9166666666666666,0.7845934379457916,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 60}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,50,60,0.02
158,271.0,0.6593673965936739,160.0,140.0,29.0,0.5333333333333333,0.9033333333333333,0.7623066104078762,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 60}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,40,60,0.03
159,225.0,0.8333333333333334,255.0,45.0,75.0,0.85,0.75,0.7894736842105262,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 70}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,70,0.01
160,234.0,0.7597402597402597,226.0,74.0,66.0,0.7533333333333333,0.78,0.7697368421052632,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 70}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,70,0.02
161,231.0,0.7623762376237624,228.0,72.0,69.0,0.76,0.77,0.7661691542288558,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 70}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,70,0.03
162,281.0,0.6519721577726219,150.0,150.0,19.0,0.5,0.9366666666666666,0.768809849521204,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 50}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,50,50,0.02
163,254.0,0.7405247813411079,211.0,89.0,46.0,0.7033333333333334,0.8466666666666667,0.7900466562986002,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 60}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,60,0.03
164,281.0,0.63718820861678,140.0,160.0,19.0,0.4666666666666667,0.9366666666666666,0.7584345479082322,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 50}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,40,50,0.03
165,239.0,0.7940199335548173,238.0,62.0,61.0,0.7933333333333333,0.7966666666666666,0.7953410981697171,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 60}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,60,0.01
166,252.0,0.7455621301775148,214.0,86.0,48.0,0.7133333333333334,0.84,0.7899686520376176,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 60}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,60,0.02
167,202.0,0.8487394957983193,264.0,36.0,98.0,0.88,0.6733333333333333,0.7509293680297398,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 70}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,70,0.02
168,179.0,0.8861386138613861,277.0,23.0,121.0,0.9233333333333333,0.5966666666666667,0.7131474103585658,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 70}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,70,0.01
169,217.0,0.8066914498141264,248.0,52.0,83.0,0.8266666666666667,0.7233333333333334,0.7627416520210897,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 60}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,60,0.02
170,267.0,0.689922480620155,180.0,120.0,33.0,0.6,0.89,0.7772925764192139,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 50}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,50,0.02
171,250.0,0.7530120481927711,218.0,82.0,50.0,0.7266666666666667,0.8333333333333334,0.7911392405063291,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 50}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,50,0.01
172,205.0,0.8577405857740585,266.0,34.0,95.0,0.8866666666666667,0.6833333333333333,0.7606679035250463,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 60}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,60,0.01
173,129.0,0.9280575539568345,290.0,10.0,171.0,0.9666666666666667,0.43,0.5876993166287016,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 70}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,70,0.01
174,153.0,0.9053254437869822,284.0,16.0,147.0,0.9466666666666667,0.51,0.652452025586354,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 60}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,60,0.01
175,223.0,0.8050541516245487,246.0,54.0,77.0,0.8200000000000001,0.7433333333333333,0.7729636048526862,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 50}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,50,0.01
176,298.0,0.5488029465930019,55.0,245.0,2.0,0.18333333333333335,0.9933333333333333,0.7069988137603797,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 30}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,50,30,0.03
177,294.0,0.5764705882352941,84.0,216.0,6.0,0.28,0.98,0.7259259259259259,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 40}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,50,40,0.03
178,291.0,0.5717092337917485,82.0,218.0,9.0,0.2733333333333333,0.97,0.7194066749072928,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 30}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,40,30,0.03
179,289.0,0.621505376344086,124.0,176.0,11.0,0.41333333333333333,0.9633333333333334,0.7555555555555555,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 40}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,50,40,0.02
180,299.0,0.5209059233449478,25.0,275.0,1.0,0.08333333333333337,0.9966666666666667,0.6842105263157895,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 20}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,50,20,0.03
